[0.0242  Replica 0000]: Replica 0000 starting up
[18.0871  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.0871  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], 'leaderCommit': 103, 'prevLogIndex': 103, 'prevLogTerm': 2}'
[18.0891  Replica 0002]: Storing key_okay_msg_mapping:  {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': {'src': '0002', 'dst': '0019', 'leader': '0002', 'type': 'ok', 'MID': 'Y5CUQMY2NBPF5GJI'}}
[18.0891  Replica 0002]: Sending following batch of entries: [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}]
[18.0891  Replica 0002]: Sending following batch of entries: [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}]
[18.0891  Replica 0002]: Sending following batch of entries: [{'log_index': 62, 'term': 2, 'command': {'VWZD7C6F94NRL00260N264XTW7Q64SJ7': '579e073db50c33676cda0f210c4020c6'}, 'committed': False}, {'log_index': 63, 'term': 2, 'command': {'S568B7W30QC5JVDBUKZQJIFUQUOOXRS9': 'df0b356fd22981f1319c9919dfe52505'}, 'committed': False}, {'log_index': 64, 'term': 2, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'aab8fc2f3aa318f3407eaa23655e73d5'}, 'committed': False}, {'log_index': 65, 'term': 2, 'command': {'7G4UOKOP9OIY1UJSRN8QHODUCSMLYX2C': '2a9f1784c69d4636bda3637be28fe804'}, 'committed': False}, {'log_index': 66, 'term': 2, 'command': {'4ASVM9FOKPWLWTOE2VJF7PIM57DZHQTA': '291b09102678ee644faa75b826c512fc'}, 'committed': False}, {'log_index
[18.0919  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 102, 'term': 2, 'command': {'6O0WYZ9ECJ73YZ84F8H862Y692VBVZBH': '3b19c9e8fec8b98966d240bbe9c4df6f'}, 'committed': False}, {'log_index': 103, 'term': 2, 'command': {'30U9TM3YG3ZPZPRKF26S585VMB0SI8ZT': '3347ecd16372a070aec381f475895025'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 102, 'term': 2, 'command': {'6O0WYZ9ECJ73YZ84F8H862Y692VBVZBH': '3b19c9e8fec8b98966d240bbe9c4df6f'}, 'committed': False}, {'log_index': 103, 'term': 2, 'command': {'30U9TM3YG3ZPZPRKF26S585VMB0SI8ZT': '3347ecd16372a070aec381f475895025'}, 'committed': False}], 'leaderCommit': 101, 'prevLogIndex': 101, 'prevLogTerm': 2}
[18.0919  Replica 0004]: sending: {'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.0919  Replica 0004]: Received message '{'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], 'leaderCommit': 103, 'prevLogIndex': 103, 'prevLogTerm': 2}'
[18.0925  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 102, 'term': 2, 'command': {'6O0WYZ9ECJ73YZ84F8H862Y692VBVZBH': '3b19c9e8fec8b98966d240bbe9c4df6f'}, 'committed': False}, {'log_index': 103, 'term': 2, 'command': {'30U9TM3YG3ZPZPRKF26S585VMB0SI8ZT': '3347ecd16372a070aec381f475895025'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 102, 'term': 2, 'command': {'6O0WYZ9ECJ73YZ84F8H862Y692VBVZBH': '3b19c9e8fec8b98966d240bbe9c4df6f'}, 'committed': False}, {'log_index': 103, 'term': 2, 'command': {'30U9TM3YG3ZPZPRKF26S585VMB0SI8ZT': '3347ecd16372a070aec381f475895025'}, 'committed': False}], 'leaderCommit': 101, 'prevLogIndex': 101, 'prevLogTerm': 2}
[18.0925  Replica 0003]: sending: {'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.0925  Replica 0003]: Received message '{'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], 'leaderCommit': 103, 'prevLogIndex': 103, 'prevLogTerm': 2}'
[18.0925  Replica 0002]: ': 67, 'term': 2, 'command': {'Q3BXTNPE76BNGEYP5Q25F9SNOV46O3FC': '24b22237b5acb47373206c8a867d478b'}, 'committed': False}]
[18.0925  Replica 0002]: Sending following batch of entries: [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}]
[18.0927  Replica 0002]: Received message '{'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.0927  Replica 0002]: Received message '{'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.0930  Replica 0002]: last log index: 105
[18.0931  Replica 0002]: last log index: 105
[18.0931  Replica 0002]: Received message '{'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.1985  Replica 0002]: Received message '{'src': '0019', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'PCUYWFRVQ312050W', 'key': 'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ', 'value': '933858fdf9af0756492813ab199626c5'}'
[18.2609  Replica 0001]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], 'leaderCommit': 103, 'prevLogIndex': 103, 'prevLogTerm': 2}
[18.2610  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.2610  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], 'leaderCommit': 105, 'prevLogIndex': 105, 'prevLogTerm': 2}'
[18.2614  Replica 0002]: Storing key_okay_msg_mapping:  {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': {'src': '0002', 'dst': '0019', 'leader': '0002', 'type': 'ok', 'MID': 'PCUYWFRVQ312050W'}}
[18.2614  Replica 0002]: Sending following batch of entries: [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}]
[18.2614  Replica 0002]: Sending following batch of entries: [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}]
[18.2614  Replica 0002]: Sending following batch of entries: [{'log_index': 62, 'term': 2, 'command': {'VWZD7C6F94NRL00260N264XTW7Q64SJ7': '579e073db50c33676cda0f210c4020c6'}, 'committed': False}, {'log_index': 63, 'term': 2, 'command': {'S568B7W30QC5JVDBUKZQJIFUQUOOXRS9': 'df0b356fd22981f1319c9919dfe52505'}, 'committed': False}, {'log_index': 64, 'term': 2, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'aab8fc2f3aa318f3407eaa23655e73d5'}, 'committed': False}, {'log_index': 65, 'term': 2, 'command': {'7G4UOKOP9OIY1UJSRN8QHODUCSMLYX2C': '2a9f1784c69d4636bda3637be28fe804'}, 'committed': False}, {'log_index': 66, 'term': 2, 'command': {'4ASVM9FOKPWLWTOE2VJF7PIM57DZHQTA': '291b09102678ee644faa75b826c512fc'}, 'committed': False}, {'log_index': 67, 'term': 2, 'command': {'Q3BXTNPE76BNGEYP5Q25F9SNOV46O3FC': '24b22237b5acb47373206c8a867d478b'}, 'committed': False}]
[18.2614  Replica 0002]: Sending following batch of entries: [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5
[18.2617  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], 'leaderCommit': 103, 'prevLogIndex': 103, 'prevLogTerm': 2}
[18.2617  Replica 0004]: sending: {'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.2617  Replica 0004]: Received message '{'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], 'leaderCommit': 105, 'prevLogIndex': 105, 'prevLogTerm': 2}'
[18.2621  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 104, 'term': 2, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '47d476c47298fe192eca63b50df11fa7'}, 'committed': False}, {'log_index': 105, 'term': 2, 'command': {'6NTGDA8SSCI07RK5NGALS057BK7GPZNK': '9ef43bca00060bf691d98d54eff1a415'}, 'committed': False}], 'leaderCommit': 103, 'prevLogIndex': 103, 'prevLogTerm': 2}
[18.2621  Replica 0003]: sending: {'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.2621  Replica 0003]: Received message '{'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], 'leaderCommit': 105, 'prevLogIndex': 105, 'prevLogTerm': 2}'
[18.2629  Replica 0002]: '}, 'committed': False}]
[18.2629  Replica 0002]: Received message '{'src': '001C', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': '6Q73LAHJ90IBQQIH', 'key': 'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ', 'value': '3019df9e77a2f31e7336f9a168476cba'}'
[18.2629  Replica 0002]: Storing key_okay_msg_mapping:  {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': {'src': '0002', 'dst': '001C', 'leader': '0002', 'type': 'ok', 'MID': '6Q73LAHJ90IBQQIH'}}
[18.2629  Replica 0002]: Received message '{'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.2629  Replica 0002]: Received message '{'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.2645  Replica 0002]: last log index: 107
[18.2645  Replica 0002]: Received message '{'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.3705  Replica 0002]: Received message '{'src': '001C', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'U9WCQBVLQV3VHB73', 'key': 'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD', 'value': '903be5dc6e365cdfcb66057bf6f6ec4f'}'
[18.4276  Replica 0001]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], 'leaderCommit': 105, 'prevLogIndex': 105, 'prevLogTerm': 2}
[18.4277  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.4277  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], 'leaderCommit': 106, 'prevLogIndex': 106, 'prevLogTerm': 2}'
[18.4288  Replica 0002]: Storing key_okay_msg_mapping:  {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': {'src': '0002', 'dst': '001C', 'leader': '0002', 'type': 'ok', 'MID': 'U9WCQBVLQV3VHB73'}}
[18.4288  Replica 0002]: Sending following batch of entries: [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}]
[18.4288  Replica 0002]: Sending following batch of entries: [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}]
[18.4288  Replica 0002]: Sending following batch of entries: [{'log_index': 62, 'term': 2, 'command': {'VWZD7C6F94NRL00260N264XTW7Q64SJ7': '579e073db50c33676cda0f210c4020c6'}, 'committed': False}, {'log_index': 63, 'term': 2, 'command': {'S568B7W30QC5JVDBUKZQJIFUQUOOXRS9': 'df0b356fd22981f1319c9919dfe52505'}, 'committed': False}, {'log_index': 64, 'term': 2, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'aab8fc2f3aa318f3407eaa23655e73d5'}, 'committed': False}, {'log_index': 65, 'term': 2, 'command': {'7G4UOKOP9OIY1UJSRN8QHODUCSMLYX2C': '2a9f1784c69d4636bda3637be28fe804'}, 'committed': False}, {'log_index': 66, 'term': 2, 'command': {'4ASVM9FOKPWLWTOE2VJF7PIM57DZHQTA': '291b09102678ee644faa75b826c512fc'}, 'committed': False}, {'log_index
[18.4298  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], 'leaderCommit': 105, 'prevLogIndex': 105, 'prevLogTerm': 2}
[18.4299  Replica 0004]: sending: {'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.4299  Replica 0004]: Received message '{'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], 'leaderCommit': 106, 'prevLogIndex': 106, 'prevLogTerm': 2}'
[18.4300  Replica 0002]: ': 67, 'term': 2, 'command': {'Q3BXTNPE76BNGEYP5Q25F9SNOV46O3FC': '24b22237b5acb47373206c8a867d478b'}, 'committed': False}]
[18.4300  Replica 0002]: Sending following batch of entries: [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}]
[18.4300  Replica 0002]: Received message '{'src': '001C', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'V0MPJVJDJJC1XO2U', 'key': 'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM', 'value': '2ba4669e9fd4728f0b7e56c1b8a43c07'}'
[18.4300  Replica 0002]: Storing key_okay_msg_mapping:  {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': {'src': '0002', 'dst': '001C', 'leader': '0002', 'type': 'ok', 'MID': 'V0MPJVJDJJC1XO2U'}}
[18.4300  Replica 0002]: Received message '{'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.4353  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 106, 'term': 2, 'command': {'K6MUQYFNY1YCBTP3MG4XOG9HV5YDT0BZ': '933858fdf9af0756492813ab199626c5'}, 'committed': False}], 'leaderCommit': 105, 'prevLogIndex': 105, 'prevLogTerm': 2}
[18.4353  Replica 0003]: sending: {'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.4353  Replica 0003]: Received message '{'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], 'leaderCommit': 106, 'prevLogIndex': 106, 'prevLogTerm': 2}'
[18.4353  Replica 0002]: Received message '{'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.4359  Replica 0002]: last log index: 109
[18.4359  Replica 0002]: last log index: 109
[18.4359  Replica 0002]: Received message '{'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.5438  Replica 0002]: Received message '{'src': '0018', 'dst': '0002', 'leader': '0002', 'type': 'get', 'MID': '3642155XF20GPPE1', 'key': 'Z7G6F70N217CGWWZTYRF2TSLUCCFSDUP'}'
[18.6017  Replica 0001]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], 'leaderCommit': 106, 'prevLogIndex': 106, 'prevLogTerm': 2}
[18.6017  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.6017  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], 'leaderCommit': 108, 'prevLogIndex': 108, 'prevLogTerm': 2}'
[18.6019  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], 'leaderCommit': 106, 'prevLogIndex': 106, 'prevLogTerm': 2}
[18.6021  Replica 0004]: sending: {'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.6021  Replica 0004]: Received message '{'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], 'leaderCommit': 108, 'prevLogIndex': 108, 'prevLogTerm': 2}'
[18.6029  Replica 0002]: sending: {'src': '0002', 'dst': '0018', 'leader': '0002', 'type': 'ok', 'MID': '3642155XF20GPPE1', 'value': '6ed9376b1506be86fbe03f4dca44f555'}
[18.6029  Replica 0002]: Sending following batch of entries: [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}]
[18.6029  Replica 0002]: Sending following batch of entries: [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}]
[18.6029  Replica 0002]: Sending following batch of entries: [{'log_index': 62, 'term': 2, 'command': {'VWZD7C6F94NRL00260N264XTW7Q64SJ7': '579e073db50c33676cda0f210c4020c6'}, 'committed': False}, {'log_index': 63, 'term': 2, 'command': {'S568B7W30QC5JVDBUKZQJIFUQUOOXRS9': 'df0b356fd22981f1319c9919dfe52505'}, 'committed': False}, {'log_index': 64, 'term': 2, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'aab8fc2f3aa318f3407eaa23655e73d5'}, 'committed': False}, {'log_index': 65, 'term': 2, 'command': {'7G4UOKOP9OIY1UJSRN8QHODUCSMLYX2C': '2a9f1784c69d4636bda3637be28fe804'}, 'committed': False}, {'log_index': 66, 'term': 2, 'command': {'4ASVM9FOKPWLWTOE2VJF7PIM57DZHQTA': '291b09102678ee644faa75b826c512fc'}, 'committed': False}, {'log_index': 67, 'term': 2, 'command': {'Q3BXTNPE76BNGEYP5Q25F9SNOV46O3FC': '24b22237b5acb47373206c8a867d478b'}, 'committed': False}]
